trial,time,id,Date,fix_time,response,side_1_stim,side_2_stim,latency,Block,Mu,SD,head,outcome,task,gamble_trial,loss,est_mu,est_low,est_high,conf_mu,conf_range,current_task,use_imagery,sure_option
trial_learning: 0,092953,1005,2023-05-03,NA,6666,8,9,8721.8,training,-10,['MM'],False,NA,comb,no,-7.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 1,093007,1005,2023-05-03,NA,6666,8,9,2801.7,training,-10,['MM'],False,NA,comb,no,-8.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 2,093014,1005,2023-05-03,NA,6666,8,9,47405.8,training,-10,['MM'],False,NA,comb,no,-8.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 3,093107,1005,2023-05-03,NA,6666,8,9,14813.1,training,-10,['MM'],False,NA,comb,no,-6.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 4,093126,1005,2023-05-03,NA,6666,8,9,6065.5,training,-10,['MM'],False,NA,comb,no,-8.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 5,093137,1005,2023-05-03,NA,6666,8,9,2127.3,training,-10,['MM'],True,NA,comb,no,-13.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 6,093144,1005,2023-05-03,NA,6666,8,9,1719.6,training,-10,['MM'],True,NA,comb,no,-14.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 7,093151,1005,2023-05-03,NA,6666,8,9,4942.400000000001,training,-10,['MM'],True,NA,comb,no,-13.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 8,093201,1005,2023-05-03,NA,6666,8,9,5548.6,training,-10,['MM'],False,NA,comb,no,-7.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 9,093211,1005,2023-05-03,NA,6666,8,9,16524.3,training,-10,['MM'],True,NA,comb,no,-12.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 10,093233,1005,2023-05-03,NA,6666,8,9,1979.4,training,-10,['MM'],False,NA,comb,no,-7.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 11,093240,1005,2023-05-03,NA,6666,8,9,8298.1,training,-10,['MM'],True,NA,comb,no,-12.0,NA,NA,NA,NA,NA,img,NA,NA
loop: 0_option: 0,093424,1005,2023-05-03,0.4,1,8,9,38466.0,training,-10,MM,0,NA,comb,yes,-13,NA,NA,NA,NA,NA,NA,0,-12
loop: 0_option: 1,093503,1005,2023-05-03,0.4,0,8,9,13637.3,training,-10,MM,0,NA,comb,yes,-6,NA,NA,NA,NA,NA,NA,0,-6
loop: 0_option: 2,093517,1005,2023-05-03,0.4,1,8,9,2883.9,training,-10,MM,0,NA,comb,yes,-13,NA,NA,NA,NA,NA,NA,0,-14
loop: 0_option: 3,093520,1005,2023-05-03,0.4,0,8,9,6036.400000000001,training,-10,MM,0,NA,comb,yes,-7,NA,NA,NA,NA,NA,NA,0,-7
loop: 0_option: 4,093527,1005,2023-05-03,0.4,1,8,9,2675.9,training,-10,MM,0,NA,comb,yes,-13,NA,NA,NA,NA,NA,NA,0,-14
loop: 0_option: 5,093530,1005,2023-05-03,0.4,0,8,9,2693.1,training,-10,MM,0,NA,comb,yes,-7,NA,NA,NA,NA,NA,NA,0,-7
loop: 0_option: 6,093533,1005,2023-05-03,0.4,0,8,9,3652.0,training,-10,MM,0,NA,comb,yes,-8,NA,NA,NA,NA,NA,NA,0,-8
loop: 0_option: 7,093537,1005,2023-05-03,0.4,1,8,9,1365.6,training,-10,MM,0,NA,comb,yes,-12,NA,NA,NA,NA,NA,NA,0,-13
loop: 0_option: 8,093539,1005,2023-05-03,0.4,1,8,9,1491.7,training,-10,MM,0,NA,comb,yes,-12,NA,NA,NA,NA,NA,NA,0,-12
loop: 0_option: 9,093541,1005,2023-05-03,0.4,1,8,9,853.9,training,-10,MM,0,NA,comb,yes,-13,NA,NA,NA,NA,NA,NA,0,-13
loop: 0_option: 10,093542,1005,2023-05-03,0.4,0,8,9,5090.900000000001,training,-10,MM,0,NA,comb,yes,-8,NA,NA,NA,NA,NA,NA,0,-8
loop: 0_option: 11,093548,1005,2023-05-03,0.4,0,8,9,2949.8,training,-10,MM,0,NA,comb,yes,-6,NA,NA,NA,NA,NA,NA,0,-6
loop: 1_option: 0,093614,1005,2023-05-03,0.4,0,8,9,17180.7,training,-10,MM,0,NA,comb,yes,-7,NA,NA,NA,NA,NA,NA,1,-7
loop: 1_option: 1,093632,1005,2023-05-03,0.4,0,8,9,8373.2,training,-10,MM,0,NA,comb,yes,-8,NA,NA,NA,NA,NA,NA,1,-8
