trial,time,id,Date,fix_time,response,side_1_stim,side_2_stim,latency,Block,Mu,SD,head,outcome,task,gamble_trial,loss,est_mu,est_low,est_high,conf_mu,conf_range,current_task,use_imagery,sure_option
0,092738,1003,2022-08-03,0.778,6666,1,7,14028.9,training,-6,LH,0,0,view,no,-9,NA,NA,NA,NA,NA,view,NA,NA
0,092758,1003,2022-08-03,0.92,6666,1,7,3622.9,training,-6,LH,0,1,view,no,-1,NA,NA,NA,NA,NA,view,NA,NA
0,092808,1003,2022-08-03,0.891,6666,1,7,2904.7000000000003,training,-6,LH,0,1,view,no,-1,NA,NA,NA,NA,NA,view,NA,NA
0,092817,1003,2022-08-03,0.634,6666,1,7,600.0,training,-6,LH,0,0,view,no,-11,NA,NA,NA,NA,NA,view,NA,NA
0,092823,1003,2022-08-03,0.762,6666,1,7,3073.7999999999997,training,-6,LH,0,0,view,no,-11,NA,NA,NA,NA,NA,view,NA,NA
0,092832,1003,2022-08-03,0.635,6666,1,7,2770.0,training,-6,LH,0,1,view,no,-3,NA,NA,NA,NA,NA,view,NA,NA
0,092840,1003,2022-08-03,0.675,6666,1,7,2391.4,training,-6,LH,0,0,view,no,-10,NA,NA,NA,NA,NA,view,NA,NA
0,092848,1003,2022-08-03,0.607,6666,1,7,116.1,training,-6,LH,0,0,view,no,-9,NA,NA,NA,NA,NA,view,NA,NA
0,092854,1003,2022-08-03,0.659,6666,1,7,469.3,training,-6,LH,0,1,view,no,-2,NA,NA,NA,NA,NA,view,NA,NA
0,092900,1003,2022-08-03,0.713,6666,1,7,1083.7,training,-6,LH,0,0,view,no,-10,NA,NA,NA,NA,NA,view,NA,NA
0,092907,1003,2022-08-03,0.619,6666,1,7,453.2,training,-6,LH,0,1,view,no,-3,NA,NA,NA,NA,NA,view,NA,NA
0,092913,1003,2022-08-03,0.968,6666,1,7,516.0,training,-6,LH,0,1,view,no,-2,NA,NA,NA,NA,NA,view,NA,NA
0,092952,1003,2022-08-03,0.4,1,1,7,77796.09999999999,training,-6,LH,0,NA,view,yes,-9,NA,NA,NA,NA,NA,NA,1,-3
0,093110,1003,2022-08-03,0.4,1,1,7,10458.6,training,-6,LH,0,NA,view,yes,-1,NA,NA,NA,NA,NA,NA,1,-2
