trial,time,id,Date,text_stim,text_time,fix_time,match_array,response,image_stim,latency,Block
0,090500,1010,2023-05-24,5,0.387,0.759,1,999,5,1000.0,0
1,090503,1010,2023-05-24,6,0.328,0.8,1,999,6,1000.0,0
2,090506,1010,2023-05-24,3,0.272,0.52,1,0,3,655.0,0
3,090508,1010,2023-05-24,0,0.284,0.908,1,1,0,516.5999999999999,0
4,090510,1010,2023-05-24,2,0.386,0.95,1,999,2,1000.0,0
5,090513,1010,2023-05-24,4,0.351,0.663,1,999,4,1000.0,0
6,090515,1010,2023-05-24,7,0.394,0.728,1,1,7,650.0,0
7,090518,1010,2023-05-24,4,0.387,0.773,0,0,1,801.2,0
8,090520,1010,2023-05-24,7,0.393,0.614,1,1,7,435.90000000000003,0
9,090522,1010,2023-05-24,4,0.395,0.603,1,1,4,281.9,0
10,090524,1010,2023-05-24,3,0.323,0.721,1,1,3,247.29999999999998,0
11,090526,1010,2023-05-24,2,0.348,0.924,1,1,2,496.59999999999997,0
12,090528,1010,2023-05-24,5,0.353,0.533,1,1,5,159.8,0
13,090530,1010,2023-05-24,6,0.265,0.513,1,1,6,199.3,0
14,090531,1010,2023-05-24,1,0.29,0.763,1,0,1,404.9,0
15,090533,1010,2023-05-24,0,0.325,0.646,1,1,0,266.6,0
16,090535,1010,2023-05-24,7,0.291,0.689,1,1,7,255.7,0
17,090537,1010,2023-05-24,2,0.349,0.955,1,1,2,238.3,0
18,090539,1010,2023-05-24,1,0.331,0.829,1,1,1,377.2,0
19,090541,1010,2023-05-24,4,0.283,0.579,1,1,4,402.9,0
20,090543,1010,2023-05-24,2,0.296,0.82,0,1,0,289.6,0
21,090545,1010,2023-05-24,3,0.334,0.876,1,1,3,265.0,0
22,090547,1010,2023-05-24,5,0.262,0.782,1,1,5,202.9,0
23,090549,1010,2023-05-24,7,0.276,0.543,0,0,6,447.90000000000003,0
24,090551,1010,2023-05-24,3,0.319,0.903,1,1,3,249.9,0
25,090553,1010,2023-05-24,1,0.395,0.523,1,0,1,429.09999999999997,0
26,090555,1010,2023-05-24,6,0.318,0.578,1,1,6,368.4,0
