trial,time,id,Date,text_stim,text_time,fix_time,match_array,response,image_stim,latency,Block
0,131101,,2022-04-25,7,0.39,0.938,0,999,0,1000,0
1,131103,,2022-04-25,3,0.381,0.546,0,999,4,1000,0
2,131106,,2022-04-25,4,0.32,0.948,0,999,2,1000,0
3,131108,,2022-04-25,2,0.306,0.635,0,999,3,1000,0
4,131111,,2022-04-25,1,0.288,0.931,0,999,5,1000,0
5,131113,,2022-04-25,0,0.366,0.584,0,999,1,1000,0
6,131116,,2022-04-25,6,0.267,0.554,0,999,7,1000,0
7,131118,,2022-04-25,3,0.314,0.542,0,999,6,1000,0
