trial,time,id,Date,fix_time,response,side_1_stim,side_2_stim,latency,Block,Mu,SD,head,outcome,task,gamble_trial,loss,est_mu,est_low,est_high,conf_mu,conf_range,current_task,use_imagery,sure_option
0,125749,1001,2022-07-19,0.623,6666,0,1,10296.900000000001,training,-6,LH,0,0,view,no,-9,NA,NA,NA,NA,NA,view,NA,NA
0,125805,1001,2022-07-19,0.655,6666,0,1,7493.0,training,-6,LH,0,1,view,no,-1,NA,NA,NA,NA,NA,view,NA,NA
0,125819,1001,2022-07-19,0.569,6666,0,1,8515.0,training,-6,LH,0,1,view,no,-2,NA,NA,NA,NA,NA,view,NA,NA
0,125833,1001,2022-07-19,0.617,6666,0,1,2079.4,training,-6,LH,0,1,view,no,-1,NA,NA,NA,NA,NA,view,NA,NA
0,125840,1001,2022-07-19,0.559,6666,0,1,747.1999999999999,training,-6,LH,0,1,view,no,-3,NA,NA,NA,NA,NA,view,NA,NA
0,125847,1001,2022-07-19,0.837,6666,0,1,409.8,training,-6,LH,0,1,view,no,-2,NA,NA,NA,NA,NA,view,NA,NA
0,125853,1001,2022-07-19,0.723,6666,0,1,689.0,training,-6,LH,0,1,view,no,-3,NA,NA,NA,NA,NA,view,NA,NA
0,125900,1001,2022-07-19,0.709,6666,0,1,459.2,training,-6,LH,0,0,view,no,-10,NA,NA,NA,NA,NA,view,NA,NA
0,125906,1001,2022-07-19,0.613,6666,0,1,664.6,training,-6,LH,0,0,view,no,-10,NA,NA,NA,NA,NA,view,NA,NA
0,125912,1001,2022-07-19,0.782,6666,0,1,499.5,training,-6,LH,0,0,view,no,-9,NA,NA,NA,NA,NA,view,NA,NA
0,125918,1001,2022-07-19,0.755,6666,0,1,405.8,training,-6,LH,0,0,view,no,-11,NA,NA,NA,NA,NA,view,NA,NA
0,125925,1001,2022-07-19,0.64,6666,0,1,646.3,training,-6,LH,0,0,view,no,-11,NA,NA,NA,NA,NA,view,NA,NA
