trial,time,id,Date,fix_time,response,side_1_stim,side_2_stim,latency,Block,Mu,SD,head,outcome,task,gamble_trial,loss,est_mu,est_low,est_high,conf_mu,conf_range,current_task,sure_option
0,104619,1000,2022-07-06,0.94,6666,0,6,1496.2,training,-6,LH,0,1,view,no,-1,NA,NA,NA,NA,NA,view,NA
0,104627,1000,2022-07-06,0.96,6666,0,6,2476.1000000000004,training,-6,LH,0,0,view,no,-11,NA,NA,NA,NA,NA,view,NA
0,104636,1000,2022-07-06,0.925,6666,0,6,1227.6000000000001,training,-6,LH,0,1,view,no,-2,NA,NA,NA,NA,NA,view,NA
0,104643,1000,2022-07-06,0.822,6666,0,6,1027.4,training,-6,LH,0,0,view,no,-9,NA,NA,NA,NA,NA,view,NA
0,104650,1000,2022-07-06,0.746,6666,0,6,426.5,training,-6,LH,0,0,view,no,-10,NA,NA,NA,NA,NA,view,NA
0,104656,1000,2022-07-06,0.812,6666,0,6,1080.5,training,-6,LH,0,0,view,no,-9,NA,NA,NA,NA,NA,view,NA
0,104703,1000,2022-07-06,0.728,6666,0,6,665.9000000000001,training,-6,LH,0,1,view,no,-2,NA,NA,NA,NA,NA,view,NA
0,104710,1000,2022-07-06,0.805,6666,0,6,424.59999999999997,training,-6,LH,0,0,view,no,-10,NA,NA,NA,NA,NA,view,NA
0,104716,1000,2022-07-06,0.563,6666,0,6,672.2,training,-6,LH,0,1,view,no,-3,NA,NA,NA,NA,NA,view,NA
0,104723,1000,2022-07-06,0.654,6666,0,6,775.3,training,-6,LH,0,0,view,no,-11,NA,NA,NA,NA,NA,view,NA
0,104729,1000,2022-07-06,0.75,6666,0,6,580.0,training,-6,LH,0,1,view,no,-3,NA,NA,NA,NA,NA,view,NA
0,104736,1000,2022-07-06,0.838,6666,0,6,632.1,training,-6,LH,0,1,view,no,-1,NA,NA,NA,NA,NA,view,NA
0,104801,1000,2022-07-06,0.4,0,0,6,41879.9,training,-6,LH,0,NA,view,yes,-4.5,NA,NA,NA,NA,NA,NA,-9
0,104843,1000,2022-07-06,0.4,0,0,6,3323.7999999999997,training,-6,LH,0,NA,view,yes,-0.5,NA,NA,NA,NA,NA,NA,-1
0,104847,1000,2022-07-06,0.4,1,0,6,4175.3,training,-6,LH,0,NA,view,yes,-9,NA,NA,NA,NA,NA,NA,-11
0,104852,1000,2022-07-06,0.4,0,0,6,1150.5,training,-6,LH,0,NA,view,yes,-1.5,NA,NA,NA,NA,NA,NA,-3
0,104853,1000,2022-07-06,0.4,0,0,6,3758.5,training,-6,LH,0,NA,view,yes,-1.0,NA,NA,NA,NA,NA,NA,-2
0,104858,1000,2022-07-06,0.4,1,0,6,2287.1,training,-6,LH,0,NA,view,yes,-10,NA,NA,NA,NA,NA,NA,-10
0,104900,1000,2022-07-06,0.4,0,0,6,1146.0,training,-6,LH,0,NA,view,yes,-1.0,NA,NA,NA,NA,NA,NA,-2
0,104902,1000,2022-07-06,0.4,0,0,6,1082.0,training,-6,LH,0,NA,view,yes,-1.5,NA,NA,NA,NA,NA,NA,-3
0,104904,1000,2022-07-06,0.4,0,0,6,796.8,training,-6,LH,0,NA,view,yes,-0.5,NA,NA,NA,NA,NA,NA,-1
0,104905,1000,2022-07-06,0.4,1,0,6,5034.799999999999,training,-6,LH,0,NA,view,yes,-11,NA,NA,NA,NA,NA,NA,-9
