trial,time,id,Date,fix_time,response,side_1_stim,side_2_stim,latency,Block,Mu,SD,head,outcome,task,gamble_trial,loss,est_mu,est_low,est_high,conf_mu,conf_range,current_task,sure_option
0,103535,1000,2022-07-17,0.848,6666,3,7,4015.1000000000004,training,-6,LH,0,1,view,no,-3,NA,NA,NA,NA,NA,view,NA
0,103545,1000,2022-07-17,0.509,6666,3,7,677.5,training,-6,LH,0,0,view,no,-11,NA,NA,NA,NA,NA,view,NA
0,103552,1000,2022-07-17,0.953,6666,3,7,424.59999999999997,training,-6,LH,0,0,view,no,-10,NA,NA,NA,NA,NA,view,NA
0,103558,1000,2022-07-17,0.936,6666,3,7,454.79999999999995,training,-6,LH,0,1,view,no,-3,NA,NA,NA,NA,NA,view,NA
0,103605,1000,2022-07-17,0.841,6666,3,7,168.3,training,-6,LH,0,0,view,no,-11,NA,NA,NA,NA,NA,view,NA
0,103611,1000,2022-07-17,0.506,6666,3,7,1291.9,training,-6,LH,0,1,view,no,-1,NA,NA,NA,NA,NA,view,NA
0,103618,1000,2022-07-17,0.985,6666,3,7,631.6,training,-6,LH,0,0,view,no,-10,NA,NA,NA,NA,NA,view,NA
0,103624,1000,2022-07-17,0.917,6666,3,7,962.0,training,-6,LH,0,0,view,no,-9,NA,NA,NA,NA,NA,view,NA
0,103631,1000,2022-07-17,0.912,6666,3,7,1896.4,training,-6,LH,0,1,view,no,-2,NA,NA,NA,NA,NA,view,NA
0,103639,1000,2022-07-17,0.761,6666,3,7,3445.3999999999996,training,-6,LH,0,1,view,no,-1,NA,NA,NA,NA,NA,view,NA
0,103648,1000,2022-07-17,0.621,6666,3,7,1217.4,training,-6,LH,0,0,view,no,-9,NA,NA,NA,NA,NA,view,NA
0,103655,1000,2022-07-17,0.838,6666,3,7,1046.3,training,-6,LH,0,1,view,no,-2,NA,NA,NA,NA,NA,view,NA
0,103710,1000,2022-07-17,0.4,0,3,7,25012.5,training,-6,LH,0,NA,view,yes,-1.5,NA,NA,NA,NA,NA,NA,-3
