trial,time,id,Date,text_stim,text_time,fix_time,match_array,response,image_stim,latency,Block
0,124720,1001,2022-07-19,0,0.348,0.605,1,1,0,424.70000000000005,0
1,124722,1001,2022-07-19,2,0.326,0.838,0,0,7,569.8,0
2,124724,1001,2022-07-19,5,0.259,0.698,1,1,5,457.6,0
3,124726,1001,2022-07-19,0,0.336,0.727,0,0,2,397.9,0
4,124729,1001,2022-07-19,4,0.285,0.703,1,0,4,530.2,0
5,124731,1001,2022-07-19,3,0.383,0.631,1,1,3,375.59999999999997,0
6,124733,1001,2022-07-19,1,0.379,0.578,1,1,1,502.8,0
7,124735,1001,2022-07-19,6,0.369,0.733,1,1,6,408.4,0
8,124737,1001,2022-07-19,0,0.375,0.766,1,1,0,329.5,0
9,124739,1001,2022-07-19,6,0.285,0.822,1,1,6,785.6999999999999,0
10,124741,1001,2022-07-19,1,0.373,0.977,1,1,1,299.59999999999997,0
11,124743,1001,2022-07-19,5,0.341,0.752,1,1,5,480.5,0
12,124745,1001,2022-07-19,4,0.322,0.729,0,0,2,484.59999999999997,0
13,124748,1001,2022-07-19,3,0.29,0.688,1,1,3,285.1,0
14,124749,1001,2022-07-19,7,0.305,0.733,1,1,7,374.40000000000003,0
15,124751,1001,2022-07-19,4,0.32,0.567,1,1,4,396.4,0
16,124753,1001,2022-07-19,0,0.363,0.584,0,0,2,398.5,0
17,124755,1001,2022-07-19,7,0.329,0.879,1,1,7,343.4,0
18,124757,1001,2022-07-19,5,0.314,0.761,1,1,5,377.40000000000003,0
19,124759,1001,2022-07-19,0,0.341,0.995,1,1,0,338.7,0
20,124801,1001,2022-07-19,3,0.378,0.621,1,1,3,288.6,0
21,124803,1001,2022-07-19,1,0.254,0.764,1,1,1,353.5,0
22,124805,1001,2022-07-19,6,0.27,0.747,1,1,6,407.7,0
23,124807,1001,2022-07-19,4,0.331,0.83,1,1,4,419.09999999999997,0
24,124809,1001,2022-07-19,0,0.264,0.739,1,1,0,312.90000000000003,0
25,124811,1001,2022-07-19,7,0.375,0.579,0,0,4,499.59999999999997,0
26,124813,1001,2022-07-19,1,0.35,0.694,1,1,1,313.90000000000003,0
27,124815,1001,2022-07-19,5,0.379,0.688,1,1,5,241.79999999999998,0
28,124817,1001,2022-07-19,3,0.255,0.7,1,1,3,320.29999999999995,0
29,124819,1001,2022-07-19,6,0.383,0.957,1,1,6,354.5,0
30,124821,1001,2022-07-19,1,0.314,0.623,0,0,2,428.59999999999997,0
31,124823,1001,2022-07-19,7,0.372,0.513,1,1,7,410.1,0
32,124825,1001,2022-07-19,7,0.377,0.648,1,1,7,452.40000000000003,0
33,124827,1001,2022-07-19,6,0.379,0.669,1,1,6,301.9,0
34,124829,1001,2022-07-19,3,0.317,0.995,1,1,3,304.09999999999997,0
35,124831,1001,2022-07-19,1,0.341,0.602,1,1,1,292.9,0
36,124833,1001,2022-07-19,0,0.299,0.9,1,1,0,224.8,0
37,124835,1001,2022-07-19,5,0.355,0.976,1,1,5,369.90000000000003,0
38,124837,1001,2022-07-19,6,0.378,0.988,0,0,2,489.8,0
39,124840,1001,2022-07-19,4,0.279,0.719,1,1,4,301.4,0
40,124841,1001,2022-07-19,7,0.398,0.524,1,1,7,397.6,0
41,124843,1001,2022-07-19,2,0.377,0.88,1,0,2,489.8,0
42,124846,1001,2022-07-19,4,0.271,0.969,1,999,4,1000.0,0
43,124848,1001,2022-07-19,3,0.282,0.996,1,1,3,387.6,0
44,124851,1001,2022-07-19,5,0.292,0.614,1,1,5,757.3,0
45,124853,1001,2022-07-19,2,0.316,0.9,0,0,1,582.5,0
46,124855,1001,2022-07-19,0,0.321,0.987,1,1,0,370.5,0
47,124857,1001,2022-07-19,6,0.369,0.864,1,1,6,384.1,0
48,124900,1001,2022-07-19,1,0.328,0.976,0,0,5,588.4000000000001,0
49,124902,1001,2022-07-19,4,0.312,0.852,0,0,2,550.3,0
50,124904,1001,2022-07-19,1,0.366,0.587,1,1,1,329.90000000000003,0
