trial,time,id,Date,text_stim,text_time,fix_time,match_array,response,image_stim,latency,Block
0,090133,1009,2023-05-17,6,0.315,0.894,0,0,5,751.0,0
1,090135,1009,2023-05-17,7,0.326,0.844,0,999,4,1000.0,0
2,090138,1009,2023-05-17,7,0.347,0.99,1,1,7,412.9,0
3,090140,1009,2023-05-17,2,0.253,0.56,1,0,2,635.9,0
4,090142,1009,2023-05-17,3,0.305,0.973,1,1,3,488.8,0
5,090145,1009,2023-05-17,1,0.267,0.666,1,1,1,417.4,0
6,090147,1009,2023-05-17,0,0.267,0.803,1,1,0,433.0,0
7,090149,1009,2023-05-17,0,0.275,0.859,0,0,6,319.90000000000003,0
8,090151,1009,2023-05-17,2,0.25,0.534,1,0,2,569.1,0
9,090153,1009,2023-05-17,7,0.282,0.843,1,1,7,319.2,0
10,090155,1009,2023-05-17,4,0.285,0.941,1,1,4,498.0,0
11,090157,1009,2023-05-17,5,0.366,0.613,1,1,5,540.9000000000001,0
12,090159,1009,2023-05-17,2,0.366,0.51,0,0,0,607.5,0
13,090201,1009,2023-05-17,1,0.312,0.529,1,1,1,474.0,0
14,090203,1009,2023-05-17,6,0.362,0.704,1,1,6,411.5,0
15,090205,1009,2023-05-17,2,0.253,0.693,0,0,3,569.3000000000001,0
16,090207,1009,2023-05-17,4,0.326,0.742,1,1,4,504.49999999999994,0
17,090209,1009,2023-05-17,5,0.259,0.86,1,1,5,373.40000000000003,0
18,090211,1009,2023-05-17,6,0.295,0.587,1,1,6,542.1,0
19,090213,1009,2023-05-17,3,0.286,0.722,1,1,3,400.7,0
20,090215,1009,2023-05-17,0,0.359,0.735,1,1,0,392.1,0
21,090217,1009,2023-05-17,2,0.354,0.77,1,1,2,670.4,0
22,090220,1009,2023-05-17,7,0.349,0.688,1,1,7,569.0,0
23,090222,1009,2023-05-17,0,0.36,0.628,0,0,1,548.0,0
24,090224,1009,2023-05-17,3,0.38,0.853,1,1,3,293.6,0
25,090226,1009,2023-05-17,6,0.289,0.57,1,1,6,396.1,0
26,090228,1009,2023-05-17,5,0.258,0.546,0,1,0,261.29999999999995,0
27,090229,1009,2023-05-17,5,0.278,0.991,1,1,5,555.5,0
28,090232,1009,2023-05-17,2,0.379,0.981,1,1,2,766.5999999999999,0
29,090235,1009,2023-05-17,1,0.35,0.603,1,1,1,329.0,0
30,090236,1009,2023-05-17,1,0.29,0.653,0,0,7,450.0,0
31,090238,1009,2023-05-17,4,0.302,0.986,1,1,4,423.8,0
32,090241,1009,2023-05-17,5,0.273,0.57,0,0,7,523.3,0
33,090242,1009,2023-05-17,2,0.371,0.527,0,1,4,479.1,0
34,090244,1009,2023-05-17,2,0.35,0.621,1,1,2,664.8,0
35,090247,1009,2023-05-17,1,0.344,0.8,1,1,1,502.6,0
36,090249,1009,2023-05-17,3,0.299,0.747,1,1,3,335.9,0
37,090251,1009,2023-05-17,0,0.319,0.732,1,1,0,342.2,0
38,090253,1009,2023-05-17,2,0.311,0.766,0,1,5,572.9,0
39,090255,1009,2023-05-17,6,0.379,0.766,1,1,6,533.4,0
40,090257,1009,2023-05-17,2,0.362,0.735,1,1,2,767.8000000000001,0
41,090300,1009,2023-05-17,1,0.343,0.972,1,1,1,373.09999999999997,0
42,090302,1009,2023-05-17,7,0.361,0.528,1,1,7,472.9,0
43,090304,1009,2023-05-17,0,0.264,0.993,1,1,0,422.9,0
44,090306,1009,2023-05-17,6,0.273,0.635,1,1,6,424.4,0
45,090308,1009,2023-05-17,4,0.397,0.749,1,1,4,347.6,0
46,090310,1009,2023-05-17,7,0.346,0.901,0,0,5,523.9,0
