trial,time,id,Date,fix_time,response,side_1_stim,side_2_stim,latency,Block,Mu,SD,head,outcome,task,gamble_trial,loss,est_mu,est_low,est_high,conf_mu,conf_range,current_task,use_imagery,sure_option
loop: 1_option: 8,090332,1004,2023-05-03,0.4,0,8,9,869.6,training,-10,MM,0,NA,comb,yes,-7,NA,NA,NA,NA,NA,NA,1,-7
loop: 1_option: 9,090334,1004,2023-05-03,0.4,1,8,9,1219.6,training,-10,MM,0,NA,comb,yes,-14,NA,NA,NA,NA,NA,NA,1,-14
loop: 1_option: 10,090335,1004,2023-05-03,0.4,0,8,9,921.9000000000001,training,-10,MM,0,NA,comb,yes,-6,NA,NA,NA,NA,NA,NA,1,-6
loop: 1_option: 11,090337,1004,2023-05-03,0.4,1,8,9,1442.6000000000001,training,-10,MM,0,NA,comb,yes,-13,NA,NA,NA,NA,NA,NA,1,-12
loop: 2_option: 0,090345,1004,2023-05-03,0.4,1,8,9,1421.3,training,-10,MM,0,NA,comb,yes,-12,NA,NA,NA,NA,NA,NA,0,-14
loop: 2_option: 1,090347,1004,2023-05-03,0.4,0,8,9,2547.4,training,-10,MM,0,NA,comb,yes,-6,NA,NA,NA,NA,NA,NA,0,-6
loop: 2_option: 2,090350,1004,2023-05-03,0.4,1,8,9,1365.5,training,-10,MM,0,NA,comb,yes,-13,NA,NA,NA,NA,NA,NA,0,-13
loop: 2_option: 3,090352,1004,2023-05-03,0.4,0,8,9,1364.2,training,-10,MM,0,NA,comb,yes,-8,NA,NA,NA,NA,NA,NA,0,-8
loop: 2_option: 4,090354,1004,2023-05-03,0.4,0,8,9,420.4,training,-10,MM,0,NA,comb,yes,-7,NA,NA,NA,NA,NA,NA,0,-7
loop: 2_option: 5,090355,1004,2023-05-03,0.4,1,8,9,466.6,training,-10,MM,0,NA,comb,yes,-13,NA,NA,NA,NA,NA,NA,0,-12
loop: 2_option: 6,090356,1004,2023-05-03,0.4,0,8,9,709.2,training,-10,MM,0,NA,comb,yes,-12,NA,NA,NA,NA,NA,NA,0,-12
loop: 2_option: 7,090357,1004,2023-05-03,0.4,1,8,9,5955.099999999999,training,-10,MM,0,NA,comb,yes,-13,NA,NA,NA,NA,NA,NA,0,-14
loop: 2_option: 8,090404,1004,2023-05-03,0.4,0,8,9,867.9,training,-10,MM,0,NA,comb,yes,-6,NA,NA,NA,NA,NA,NA,0,-6
loop: 2_option: 9,090405,1004,2023-05-03,0.4,1,8,9,931.8,training,-10,MM,0,NA,comb,yes,-13,NA,NA,NA,NA,NA,NA,0,-13
loop: 2_option: 10,090406,1004,2023-05-03,0.4,0,8,9,677.5,training,-10,MM,0,NA,comb,yes,-7,NA,NA,NA,NA,NA,NA,0,-7
loop: 2_option: 11,090408,1004,2023-05-03,0.4,0,8,9,1318.2,training,-10,MM,0,NA,comb,yes,-8,NA,NA,NA,NA,NA,NA,0,-8
loop: 3_option: 0,090413,1004,2023-05-03,0.4,1,8,9,1244.1,training,-10,MM,0,NA,comb,yes,-6,NA,NA,NA,NA,NA,NA,1,-13
loop: 3_option: 1,090414,1004,2023-05-03,0.4,0,8,9,835.3000000000001,training,-10,MM,0,NA,comb,yes,-8,NA,NA,NA,NA,NA,NA,1,-8
loop: 3_option: 2,090416,1004,2023-05-03,0.4,1,8,9,868.9,training,-10,MM,0,NA,comb,yes,-7,NA,NA,NA,NA,NA,NA,1,-14
loop: 3_option: 3,090417,1004,2023-05-03,0.4,1,8,9,659.3,training,-10,MM,0,NA,comb,yes,-7,NA,NA,NA,NA,NA,NA,1,-12
loop: 3_option: 4,090418,1004,2023-05-03,0.4,1,8,9,852.8,training,-10,MM,0,NA,comb,yes,-8,NA,NA,NA,NA,NA,NA,1,-13
loop: 3_option: 5,090420,1004,2023-05-03,0.4,0,8,9,435.90000000000003,training,-10,MM,0,NA,comb,yes,-7,NA,NA,NA,NA,NA,NA,1,-7
loop: 3_option: 6,090421,1004,2023-05-03,0.4,0,8,9,485.70000000000005,training,-10,MM,0,NA,comb,yes,-7,NA,NA,NA,NA,NA,NA,1,-7
loop: 3_option: 7,090422,1004,2023-05-03,0.4,0,8,9,596.4000000000001,training,-10,MM,0,NA,comb,yes,-6,NA,NA,NA,NA,NA,NA,1,-6
loop: 3_option: 8,090423,1004,2023-05-03,0.4,0,8,9,517.2,training,-10,MM,0,NA,comb,yes,-6,NA,NA,NA,NA,NA,NA,1,-6
loop: 3_option: 9,090424,1004,2023-05-03,0.4,1,8,9,627.9,training,-10,MM,0,NA,comb,yes,-13,NA,NA,NA,NA,NA,NA,1,-14
loop: 3_option: 10,090425,1004,2023-05-03,0.4,0,8,9,1095.6999999999998,training,-10,MM,0,NA,comb,yes,-8,NA,NA,NA,NA,NA,NA,1,-8
loop: 3_option: 11,090426,1004,2023-05-03,0.4,1,8,9,1107.2,training,-10,MM,0,NA,comb,yes,-12,NA,NA,NA,NA,NA,NA,1,-12
loop: 3,090525,1004,2023-05-03,NA,NA,8,9,NA,training,-10,MM,0,1.0,comb,no,NA,-8.0,-6.1,-14.0,14.1,17.9,NA,NA,NA
trial_learning: 0,090525,1004,2023-05-03,NA,6666,2,4,36894.0,training,-10,['LH'],True,NA,comb,no,-3.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 1,090607,1004,2023-05-03,NA,6666,0,3,3130.9,training,-10,['HL'],True,NA,comb,no,-9.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 2,090615,1004,2023-05-03,NA,6666,2,4,1419.8,training,-10,['LH'],False,NA,comb,no,-15.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 3,090622,1004,2023-05-03,NA,6666,0,3,4550.5,training,-10,['HL'],True,NA,comb,no,-5.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 4,090631,1004,2023-05-03,NA,6666,2,4,2313.0,training,-10,['LH'],False,NA,comb,no,-17.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 5,090638,1004,2023-05-03,NA,6666,2,4,3225.8,training,-10,['LH'],True,NA,comb,no,-9.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 6,090647,1004,2023-05-03,NA,6666,0,3,4057.4000000000005,training,-10,['HL'],False,NA,comb,no,-11.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 7,090656,1004,2023-05-03,NA,6666,2,4,1153.8,training,-10,['LH'],False,NA,comb,no,-17.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 8,090702,1004,2023-05-03,NA,6666,0,3,918.9000000000001,training,-10,['HL'],True,NA,comb,no,-5.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 9,090708,1004,2023-05-03,NA,6666,2,4,2376.7999999999997,training,-10,['LH'],True,NA,comb,no,-5.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 10,090715,1004,2023-05-03,NA,6666,0,3,3133.2,training,-10,['HL'],False,NA,comb,no,-16.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 11,090723,1004,2023-05-03,NA,6666,2,4,1481.6000000000001,training,-10,['LH'],False,NA,comb,no,-10.0,NA,NA,NA,NA,NA,img,NA,NA
