trial,time,id,Date,fix_time,response,side_1_stim,side_2_stim,latency,Block,Mu,SD,head,outcome,task,gamble_trial,loss,est_mu,est_low,est_high,conf_mu,conf_range,current_task,use_imagery,sure_option
trial_learning: 0,102304,1006,2023-05-03,NA,6666,8,9,6269.0,training,-10,['MM'],True,NA,comb,no,-13.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 1,102315,1006,2023-05-03,NA,6666,8,9,5474.9,training,-10,['MM'],False,NA,comb,no,-8.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 2,102326,1006,2023-05-03,NA,6666,8,9,9957.3,training,-10,['MM'],True,NA,comb,no,-13.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 3,102341,1006,2023-05-03,NA,6666,8,9,3425.3,training,-10,['MM'],True,NA,comb,no,-12.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 4,102349,1006,2023-05-03,NA,6666,8,9,1686.8000000000002,training,-10,['MM'],False,NA,comb,no,-8.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 5,102356,1006,2023-05-03,NA,6666,8,9,1905.0,training,-10,['MM'],False,NA,comb,no,-6.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 6,102403,1006,2023-05-03,NA,6666,8,9,7092.8,training,-10,['MM'],True,NA,comb,no,-12.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 7,102415,1006,2023-05-03,NA,6666,8,9,1513.7,training,-10,['MM'],True,NA,comb,no,-14.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 8,102422,1006,2023-05-03,NA,6666,8,9,7142.400000000001,training,-10,['MM'],True,NA,comb,no,-12.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 9,102434,1006,2023-05-03,NA,6666,8,9,11015.7,training,-10,['MM'],False,NA,comb,no,-6.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 10,102450,1006,2023-05-03,NA,6666,8,9,1203.7,training,-10,['MM'],True,NA,comb,no,-13.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 11,102456,1006,2023-05-03,NA,6666,8,9,6343.200000000001,training,-10,['MM'],False,NA,comb,no,-6.0,NA,NA,NA,NA,NA,img,NA,NA
loop: 0_option: 0,102541,1006,2023-05-03,0.4,0,8,9,21749.199999999997,training,-10,MM,0,NA,comb,yes,-8,NA,NA,NA,NA,NA,NA,0,-8
loop: 0_option: 1,102604,1006,2023-05-03,0.4,1,8,9,24841.2,training,-10,MM,0,NA,comb,yes,-6,NA,NA,NA,NA,NA,NA,0,-6
